order_id,customer_id,product_id,store_id,employee_id,order_date,quantity,unit_price,discount_pct,payment_method,order_status
2558,807,194,3,20,2023-04-29,3,35.78,0.2,Cash,Pending
2559,14,286,2,28,2023-08-05,5,217.06,0.0,Gift Card,Completed
2560,1027,79,9,25,2024-12-29,2,143.89,0.2,Credit Card,Shipped
2561,1190,127,5,1,2025-01-17,1,90.5,0.05,Debit Card,Completed
2562,990,226,7,40,2025-02-03,2,522.95,0.15,Gift Card,Returned
2563,1940,287,9,38,2023-04-16,2,173.87,0.15,Gift Card,Completed
2564,963,268,4,34,2023-05-23,4,252.86,0.0,Cash,Completed
2565,509,174,14,8,2024-05-14,4,62.11,0.05,Debit Card,Shipped
2566,1549,113,10,6,2023-01-24,2,438.2,0.1,Debit Card,Cancelled
2567,278,204,10,21,2023-03-27,5,134.16,0.0,Debit Card,Completed
2568,1802,122,10,29,2024-08-17,6,203.86,0.2,Credit Card,Completed
2569,1269,251,2,37,2024-09-15,4,355.21,0.0,Gift Card,Shipped
2570,1781,231,4,35,2025-08-06,1,52.2,0.0,PayPal,Completed
2571,1094,35,7,40,2024-09-26,3,53.95,0.2,Cash,Returned
2572,1938,231,10,29,2024-04-22,5,52.2,0.05,Credit Card,Completed
2573,1584,129,11,7,2023-02-13,3,267.03,0.05,Gift Card,Completed
2574,1890,27,9,25,2025-11-28,1,565.88,0.0,Gift Card,Completed
2575,880,143,15,16,2024-03-15,1,511.76,0.05,Credit Card,Completed
2576,1030,260,15,32,2025-07-23,6,172.37,0.05,Gift Card,Completed
2577,1205,52,15,27,2025-03-03,3,120.46,0.1,Debit Card,Pending
2578,507,158,4,34,2023-05-24,1,324.07,0.0,PayPal,Shipped
2579,901,285,14,47,2025-05-09,4,313.87,0.0,Gift Card,Completed
2580,1422,82,6,14,2023-05-17,5,166.87,0.0,Debit Card,Completed
2581,1553,288,14,47,2025-12-29,6,367.22,0.0,PayPal,Shipped
2582,132,208,11,33,2023-02-22,6,146.45,0.1,Credit Card,Shipped
2583,713,287,12,17,2024-11-16,2,173.87,0.05,Credit Card,Completed
2584,440,234,12,11,2025-05-02,2,314.58,0.0,Cash,Cancelled
2585,1989,253,10,29,2023-02-14,4,101.3,0.2,Gift Card,Completed
2586,1710,131,13,49,2024-06-06,5,582.03,0.15,Cash,Completed
2587,5,3,12,11,2023-05-02,6,507.54,0.15,Credit Card,Shipped
2588,757,211,13,46,2023-04-03,2,199.85,0.0,Credit Card,Completed
2589,640,21,12,11,2025-06-29,5,407.45,0.05,PayPal,Completed
2590,362,288,7,2,2025-10-27,6,367.22,0.0,Debit Card,Shipped
2591,1521,137,8,19,2024-06-13,5,47.19,0.15,PayPal,Pending
2592,1836,192,14,8,2023-08-24,6,29.92,0.1,Debit Card,Pending
2593,836,165,13,46,2024-07-18,4,216.64,0.15,PayPal,Cancelled
2594,946,287,15,44,2024-05-13,6,173.87,0.05,Credit Card,Completed
2595,385,74,14,47,2024-12-27,5,292.63,0.0,Gift Card,Returned
2596,1144,166,8,19,2024-02-04,6,172.27,0.05,Credit Card,Completed
2597,1902,115,8,24,2023-02-11,3,295.79,0.0,Cash,Completed
2598,96,151,7,2,2023-09-05,2,61.55,0.0,Gift Card,Returned
2599,953,181,14,47,2023-10-30,4,334.11,0.2,Gift Card,Completed
2600,1805,230,2,28,2025-08-17,1,49.56,0.05,Debit Card,Returned
2601,19,211,12,11,2024-08-28,2,199.85,0.15,Debit Card,Pending
2602,1409,151,10,4,2024-03-07,5,61.55,0.1,Gift Card,Completed
2603,834,237,15,32,2025-03-25,2,159.44,0.2,Gift Card,Completed
2604,1512,179,1,36,2024-09-30,2,63.58,0.0,Debit Card,Returned
2605,653,262,10,4,2024-09-24,4,392.06,0.0,Debit Card,Pending
2606,111,145,6,14,2025-02-25,4,328.64,0.1,Credit Card,Completed
2607,893,11,11,7,2025-03-11,6,289.37,0.0,Cash,Cancelled
2608,805,34,1,36,2024-05-01,3,71.12,0.0,Debit Card,Pending
2609,317,29,2,28,2025-06-03,4,197.73,0.05,Gift Card,Returned
2610,1344,3,6,14,2024-10-26,2,507.54,0.15,Cash,Completed
2611,1990,59,3,43,2025-04-23,5,239.55,0.0,Cash,Completed
2612,342,257,4,35,2025-06-08,1,29.22,0.05,Cash,Completed
2613,492,266,9,25,2023-03-07,3,140.34,0.05,Debit Card,Completed
2614,775,228,2,28,2025-02-27,3,247.35,0.0,Cash,Cancelled
2615,226,162,3,31,2023-09-02,1,532.97,0.05,Cash,Completed
2616,1020,5,11,12,2025-01-15,2,136.89,0.1,Credit Card,Cancelled
2617,1089,253,9,38,2024-06-30,3,101.3,0.0,Debit Card,Completed
2618,1344,89,6,14,2024-10-13,5,248.83,0.05,Gift Card,Completed
2619,883,13,4,34,2023-03-13,4,127.76,0.15,Cash,Completed
2620,129,188,11,12,2023-06-28,4,448.74,0.2,Cash,Pending
2621,973,267,2,28,2024-05-27,5,139.61,0.0,Credit Card,Completed
2622,931,102,14,8,2024-07-01,3,455.19,0.2,PayPal,Cancelled
2623,1371,34,11,7,2025-10-05,4,71.12,0.15,Credit Card,Completed
2624,854,46,4,34,2025-03-23,3,393.27,0.15,Credit Card,Returned
2625,1923,221,6,9,2024-11-17,2,183.32,0.0,Gift Card,Shipped
2626,5,55,1,22,2024-07-06,5,17.81,0.15,Debit Card,Completed
2627,149,286,10,29,2024-07-12,1,217.06,0.2,Debit Card,Shipped
2628,1135,62,8,24,2023-10-06,4,539.25,0.1,Gift Card,Completed
2629,512,5,13,49,2023-01-30,5,136.89,0.2,Cash,Completed
2630,676,261,9,25,2023-03-27,5,638.9,0.0,Credit Card,Shipped
2631,579,13,4,26,2024-11-27,5,127.76,0.2,Credit Card,Completed
2632,1944,114,6,14,2024-11-29,5,356.17,0.15,PayPal,Returned
2633,1300,95,10,4,2023-08-05,2,435.89,0.0,Gift Card,Completed
2634,1165,156,12,11,2025-05-06,1,64.7,0.0,Debit Card,Completed
2635,1855,221,15,16,2025-07-06,4,183.32,0.2,Debit Card,Shipped
2636,306,178,9,25,2025-12-08,4,41.87,0.2,Credit Card,Completed
2637,1274,261,8,24,2024-06-23,5,638.9,0.15,PayPal,Cancelled
2638,797,3,2,28,2023-11-01,2,507.54,0.0,Gift Card,Shipped
2639,1984,182,6,14,2025-10-11,6,543.63,0.2,Gift Card,Completed
2640,1006,263,7,40,2023-07-17,2,47.7,0.0,PayPal,Shipped
2641,1740,30,10,21,2024-09-12,2,544.88,0.1,Cash,Returned
2642,815,139,11,7,2024-12-21,4,334.0,0.0,Debit Card,Cancelled
2643,1575,66,13,30,2024-04-08,1,330.95,0.05,Cash,Completed
2644,1132,251,15,32,2025-02-28,3,355.21,0.0,Gift Card,Completed
2645,1372,292,2,28,2025-01-15,3,398.38,0.05,Cash,Shipped
2646,243,259,9,38,2023-01-28,6,395.59,0.0,PayPal,Completed
2647,1812,19,4,34,2025-11-27,3,332.56,0.15,Debit Card,Shipped
2648,971,264,11,33,2025-12-22,5,25.86,0.1,PayPal,Completed
2649,888,197,3,20,2025-02-02,4,82.36,0.1,Debit Card,Completed
2650,1660,73,6,14,2025-07-27,4,68.44,0.15,Debit Card,Completed
2651,1104,121,4,34,2023-06-19,2,13.34,0.05,Debit Card,Cancelled
2652,252,273,15,16,2024-02-26,5,265.88,0.15,Cash,Cancelled
2653,1711,288,11,12,2023-03-09,2,367.22,0.2,PayPal,Completed
2654,1764,233,1,22,2025-10-15,1,400.32,0.15,Gift Card,Completed
2655,607,186,3,43,2023-02-06,2,39.01,0.15,PayPal,Returned
2656,932,115,5,23,2025-01-17,6,295.79,0.0,Credit Card,Shipped
2657,1316,145,15,44,2024-05-20,5,328.64,0.0,Debit Card,Completed
2658,1508,64,3,20,2025-12-18,6,566.62,0.15,Gift Card,Returned
2659,1820,218,14,8,2025-05-14,6,95.1,0.05,Gift Card,Shipped
2660,1300,70,8,39,2023-04-16,6,42.41,0.0,Credit Card,Completed
2661,1130,118,5,1,2025-11-09,6,145.14,0.05,Gift Card,Completed
2662,1316,280,1,22,2025-07-04,4,59.78,0.15,PayPal,Pending
2663,1320,114,13,42,2024-01-21,6,356.17,0.0,Debit Card,Completed
2664,1212,116,6,9,2023-09-23,2,365.71,0.0,Cash,Completed
2665,1009,245,15,44,2025-07-12,2,328.64,0.05,Cash,Pending
2666,1382,174,6,14,2023-04-09,2,62.11,0.0,Debit Card,Cancelled
2667,1917,145,2,3,2025-12-13,1,328.64,0.0,Debit Card,Returned
2668,1193,203,9,25,2025-12-30,5,511.82,0.2,Debit Card,Shipped
2669,1553,147,13,13,2025-08-04,3,433.97,0.15,Cash,Completed
2670,1622,160,11,33,2025-07-04,4,466.97,0.0,PayPal,Returned
2671,1699,126,12,17,2023-12-30,2,333.86,0.0,Debit Card,Completed
2672,636,209,15,16,2023-06-16,4,193.95,0.15,PayPal,Pending
2673,1529,228,5,23,2025-07-15,5,247.35,0.15,PayPal,Completed
2674,1059,223,13,49,2024-03-16,6,162.74,0.05,Debit Card,Completed
2675,1267,149,14,47,2024-11-02,5,431.72,0.0,Credit Card,Completed
2676,687,225,12,17,2023-12-21,6,131.27,0.0,Credit Card,Completed
2677,944,110,10,21,2025-10-09,4,570.1,0.1,Debit Card,Returned
2678,1035,299,7,2,2025-02-15,3,150.33,0.0,Gift Card,Pending
2679,1450,246,10,4,2023-11-11,2,594.34,0.0,PayPal,Completed
2680,253,12,12,17,2023-03-03,1,582.22,0.15,Debit Card,Shipped
2681,1368,214,9,38,2023-04-29,4,264.25,0.0,Credit Card,Cancelled
2682,663,175,6,14,2023-08-09,3,86.78,0.2,PayPal,Completed
2683,912,51,12,11,2023-01-29,6,190.91,0.1,Credit Card,Completed
2684,1293,181,12,11,2025-11-20,2,334.11,0.0,Debit Card,Completed
2685,1843,151,8,39,2025-03-18,4,61.55,0.0,PayPal,Completed
2686,407,23,5,48,2024-12-08,1,298.77,0.1,Debit Card,Pending
2687,131,93,12,11,2024-03-20,3,380.69,0.0,Cash,Completed
2688,949,192,4,34,2025-07-05,6,29.92,0.05,Gift Card,Pending
2689,1850,67,4,34,2025-03-05,3,138.29,0.1,Cash,Pending
2690,1364,36,1,36,2023-01-19,3,480.04,0.15,PayPal,Pending
2691,3,241,2,37,2025-09-04,1,108.19,0.15,PayPal,Completed
2692,175,296,1,50,2023-03-14,4,81.85,0.2,Gift Card,Shipped
2693,1238,255,7,40,2024-07-13,4,118.85,0.0,Gift Card,Completed
2694,594,118,2,28,2025-01-24,4,145.14,0.05,Credit Card,Completed
2695,714,101,4,26,2025-03-03,5,314.94,0.0,Cash,Completed
2696,1491,195,6,14,2025-09-29,2,165.25,0.0,Gift Card,Completed
2697,1529,29,9,25,2025-10-19,2,197.73,0.1,PayPal,Completed
2698,1723,198,5,23,2024-07-02,6,125.5,0.05,Debit Card,Completed
2699,181,134,11,12,2024-02-24,6,170.45,0.05,Credit Card,Completed
2700,809,91,13,49,2025-06-22,3,406.77,0.05,Cash,Shipped
2701,1777,20,4,35,2024-10-14,1,170.95,0.15,Gift Card,Cancelled
2702,446,9,15,18,2023-05-07,6,307.63,0.05,Gift Card,Completed
2703,1896,61,3,43,2023-04-21,3,172.42,0.15,Gift Card,Completed
2704,913,262,5,1,2025-08-04,6,392.06,0.2,Cash,Completed
2705,186,105,14,8,2025-01-15,2,500.45,0.2,Debit Card,Pending
2706,748,82,10,29,2025-09-15,6,166.87,0.0,PayPal,Cancelled
2707,804,226,12,17,2025-08-01,4,522.95,0.15,Cash,Completed
2708,1059,300,6,14,2023-03-17,4,306.79,0.0,PayPal,Completed
2709,787,50,15,27,2024-10-28,3,564.26,0.15,Gift Card,Completed
2710,1346,66,1,22,2024-05-21,2,330.95,0.2,Debit Card,Completed
2711,1044,293,3,31,2024-02-04,4,54.25,0.2,Gift Card,Shipped
2712,132,128,1,36,2025-06-08,5,257.64,0.2,Credit Card,Shipped
2713,988,43,6,14,2023-10-05,6,121.68,0.1,PayPal,Completed
2714,1435,192,5,1,2023-05-10,6,29.92,0.1,Gift Card,Cancelled
2715,969,224,13,13,2025-01-16,3,190.7,0.1,Debit Card,Completed
2716,755,186,4,35,2023-09-23,6,39.01,0.1,PayPal,Cancelled
2717,53,224,8,39,2024-02-04,1,190.7,0.2,Debit Card,Completed
2718,1246,115,9,25,2024-04-27,3,295.79,0.0,PayPal,Pending
2719,213,192,10,29,2024-02-02,3,29.92,0.2,Cash,Returned
2720,841,270,8,19,2024-09-26,6,17.58,0.05,Gift Card,Shipped
2721,738,165,5,48,2023-03-11,4,216.64,0.15,PayPal,Completed
2722,1553,6,4,26,2023-09-09,5,628.51,0.0,PayPal,Completed
2723,1915,277,9,25,2025-09-10,3,320.72,0.05,Cash,Shipped
2724,1531,174,13,13,2023-08-16,6,62.11,0.0,PayPal,Cancelled
2725,4,288,1,22,2025-05-11,4,367.22,0.1,Cash,Pending
2726,892,41,5,23,2024-03-10,4,441.65,0.1,Gift Card,Returned
2727,1610,152,4,34,2025-03-06,3,290.47,0.0,Debit Card,Completed
2728,907,142,5,23,2025-04-16,2,306.71,0.0,PayPal,Pending
2729,303,80,15,44,2025-05-31,2,249.35,0.1,PayPal,Completed
2730,707,1,15,5,2024-01-07,2,31.01,0.05,Debit Card,Shipped
2731,502,148,9,38,2024-10-03,1,293.31,0.0,Credit Card,Completed
2732,18,164,10,21,2023-01-08,3,117.71,0.05,Gift Card,Completed
2733,1771,289,1,50,2025-05-24,2,246.14,0.1,Cash,Completed
2734,924,121,6,14,2025-04-19,4,13.34,0.0,PayPal,Cancelled
2735,900,153,2,3,2025-09-19,6,238.04,0.0,Gift Card,Returned
2736,1258,226,6,9,2025-12-18,5,522.95,0.05,PayPal,Shipped
2737,1399,178,12,17,2025-01-11,4,41.87,0.0,Credit Card,Completed
2738,1097,130,13,49,2024-06-21,3,293.35,0.2,Credit Card,Returned
2739,498,290,15,18,2024-10-17,2,30.66,0.0,Cash,Pending
2740,990,143,8,24,2024-04-30,4,511.76,0.15,Credit Card,Completed
2741,1040,141,3,20,2025-11-21,3,236.86,0.05,PayPal,Completed
2742,681,192,2,45,2025-10-06,5,29.92,0.2,Debit Card,Completed
2743,1668,21,12,10,2023-02-28,1,407.45,0.0,Cash,Completed
2744,1515,59,5,23,2025-06-16,2,239.55,0.05,PayPal,Cancelled
2745,67,166,6,14,2023-05-18,5,172.27,0.0,Cash,Shipped
2746,595,210,15,15,2023-09-15,6,77.07,0.15,Credit Card,Pending
2747,1250,120,3,20,2024-05-20,1,346.06,0.2,Cash,Returned
2748,762,100,4,26,2025-01-24,5,447.11,0.05,PayPal,Cancelled
2749,42,293,11,33,2025-03-21,2,54.25,0.1,Credit Card,Completed
2750,1877,1,10,29,2025-12-11,4,31.01,0.2,Gift Card,Cancelled
2751,1594,244,9,25,2024-01-25,4,328.77,0.2,Debit Card,Returned
2752,934,113,1,50,2025-11-21,4,438.2,0.2,Gift Card,Returned
2753,1347,292,1,50,2025-10-18,5,398.38,0.2,Cash,Cancelled
2754,1406,150,1,22,2024-07-22,3,157.31,0.15,Gift Card,Completed
2755,1231,205,12,10,2023-11-18,6,370.78,0.2,Credit Card,Completed
2756,1254,119,1,50,2024-01-08,6,63.82,0.0,Cash,Returned
2757,1059,82,3,31,2024-12-08,2,166.87,0.0,PayPal,Cancelled
2758,161,180,5,48,2025-05-21,4,177.87,0.0,Gift Card,Completed
2759,417,300,8,24,2025-06-24,2,306.79,0.0,PayPal,Cancelled
2760,1374,18,2,45,2025-11-02,3,383.42,0.0,Cash,Pending
2761,1567,103,12,11,2023-01-05,3,220.08,0.0,Cash,Returned
2762,291,224,10,29,2025-12-04,5,190.7,0.0,Gift Card,Completed
2763,1995,13,12,17,2024-12-16,2,127.76,0.2,Gift Card,Completed
2764,919,94,10,29,2023-05-13,2,325.59,0.1,Cash,Completed
2765,1133,231,7,2,2023-02-27,2,52.2,0.05,Debit Card,Cancelled
2766,1797,286,8,39,2023-11-15,6,217.06,0.1,Cash,Completed
2767,969,53,2,28,2025-09-08,2,459.8,0.0,Debit Card,Returned
2768,1698,271,10,4,2025-01-31,5,316.69,0.0,Gift Card,Completed
2769,1400,257,9,38,2024-02-23,4,29.22,0.2,Gift Card,Completed
2770,408,275,8,19,2025-03-19,4,255.49,0.0,Credit Card,Returned
2771,973,247,15,18,2025-01-30,3,58.54,0.1,Gift Card,Cancelled
2772,1506,168,13,30,2024-08-18,1,303.92,0.2,Cash,Completed
2773,1371,227,12,17,2025-09-12,6,225.3,0.0,Credit Card,Cancelled
2774,367,169,5,1,2025-12-27,6,446.78,0.1,Credit Card,Completed
2775,1868,164,11,33,2024-10-28,5,117.71,0.05,Debit Card,Completed
2776,1032,150,6,14,2025-01-06,4,157.31,0.15,Credit Card,Completed
2777,314,148,9,25,2023-08-22,1,293.31,0.2,Credit Card,Shipped
2778,1617,240,6,9,2024-09-12,5,196.7,0.0,Gift Card,Completed
2779,1072,61,7,2,2025-05-26,6,172.42,0.2,Credit Card,Completed
2780,1290,196,6,14,2025-06-13,1,222.19,0.0,Credit Card,Shipped
2781,903,183,12,11,2023-04-03,1,70.12,0.0,Cash,Shipped
2782,70,284,9,38,2023-10-10,2,413.62,0.15,Credit Card,Pending
2783,1899,197,7,2,2024-09-27,5,82.36,0.2,PayPal,Shipped
2784,896,179,4,34,2025-11-02,6,63.58,0.0,Debit Card,Returned
2785,827,150,9,25,2025-09-24,2,157.31,0.2,Cash,Completed
2786,1580,262,6,14,2023-07-19,4,392.06,0.0,Debit Card,Completed
2787,1603,152,6,9,2024-01-12,3,290.47,0.0,Gift Card,Returned
2788,1375,19,12,10,2023-03-25,6,332.56,0.0,Cash,Shipped
2789,1858,281,4,35,2023-02-07,3,125.56,0.15,Gift Card,Returned
2790,1725,162,11,7,2023-08-02,3,532.97,0.0,Credit Card,Returned
2791,105,290,12,11,2025-10-25,4,30.66,0.0,Gift Card,Completed
2792,1951,257,14,8,2023-08-25,4,29.22,0.05,Debit Card,Completed
2793,471,280,15,5,2024-08-25,4,59.78,0.1,Debit Card,Completed
2794,748,28,9,25,2023-07-27,4,360.14,0.0,Cash,Cancelled
2795,789,79,15,18,2025-01-27,4,143.89,0.0,Debit Card,Completed
2796,449,216,14,47,2023-08-10,2,91.49,0.05,PayPal,Returned
2797,809,89,9,38,2023-11-28,5,248.83,0.0,PayPal,Pending
2798,574,187,5,23,2023-03-18,5,226.55,0.0,Credit Card,Pending
2799,1336,113,8,19,2023-07-03,3,438.2,0.2,Credit Card,Pending
2800,76,143,15,18,2023-12-20,1,511.76,0.0,Gift Card,Shipped
2801,682,19,2,45,2024-06-26,3,332.56,0.2,Cash,Completed
2802,536,146,3,31,2024-12-07,5,309.25,0.15,PayPal,Completed
2803,849,147,15,44,2025-01-25,3,433.97,0.0,Debit Card,Completed
2804,1675,238,15,32,2023-04-02,3,196.9,0.1,Gift Card,Pending
2805,1235,97,3,20,2024-01-29,4,228.27,0.0,Cash,Returned
2806,640,89,12,10,2025-08-31,6,248.83,0.05,Gift Card,Completed
2807,1385,62,5,48,2024-09-28,4,539.25,0.0,Credit Card,Shipped
2808,892,64,13,30,2024-01-25,3,566.62,0.0,Debit Card,Shipped
2809,700,198,6,14,2023-06-26,5,125.5,0.0,Gift Card,Completed
2810,1703,46,12,10,2024-03-01,5,393.27,0.0,Cash,Completed
2811,1726,5,6,9,2024-12-21,2,136.89,0.2,Debit Card,Cancelled
2812,695,4,14,47,2025-01-23,4,355.19,0.1,PayPal,Completed
2813,1326,270,15,16,2023-12-19,4,17.58,0.0,Credit Card,Pending
2814,386,106,3,31,2024-09-20,1,127.35,0.15,PayPal,Completed
2815,1085,54,4,34,2024-05-23,2,43.29,0.05,Debit Card,Pending
2816,500,80,8,19,2025-04-18,2,249.35,0.05,Gift Card,Pending
2817,890,172,8,24,2025-11-03,1,70.42,0.1,Gift Card,Shipped
2818,1312,235,9,38,2024-08-25,5,265.0,0.15,PayPal,Completed
2819,1244,100,5,23,2023-05-30,2,447.11,0.05,Cash,Pending
2820,322,207,11,12,2025-04-17,5,245.28,0.0,Cash,Completed
2821,1330,217,4,34,2025-06-18,6,80.74,0.1,Debit Card,Completed
2822,155,204,1,36,2023-09-10,6,145.14,0.0,Gift Card,Completed
2823,31,175,8,39,2024-05-13,3,86.78,0.0,PayPal,Completed
2824,454,97,11,33,2024-02-13,1,228.27,0.15,Credit Card,Cancelled
2825,216,204,9,25,2025-04-04,3,112.7,0.0,Debit Card,Completed
2826,1102,30,7,2,2023-09-02,5,544.88,0.0,Debit Card,Cancelled
2827,725,142,2,3,2024-05-08,5,306.71,0.05,Cash,Completed
2828,533,45,8,19,2024-10-12,5,107.36,0.2,Credit Card,Completed
2829,1587,219,11,12,2023-01-26,5,243.18,0.05,Debit Card,Completed
2830,724,31,12,11,2024-08-16,4,179.93,0.0,Gift Card,Completed
2831,358,74,15,32,2024-09-28,4,292.63,0.1,Debit Card,Completed
2832,215,282,15,16,2023-10-27,4,461.23,0.15,Debit Card,Completed
2833,1957,213,6,9,2023-09-14,1,64.0,0.0,Credit Card,Shipped
2834,1775,246,2,37,2025-10-13,6,594.34,0.0,Debit Card,Returned
2835,1811,269,12,17,2023-05-12,1,260.22,0.1,Cash,Pending
2836,1088,203,3,31,2025-05-06,3,511.82,0.0,Gift Card,Completed
2837,1563,201,9,25,2023-12-02,1,307.14,0.05,Gift Card,Completed
2838,1077,233,4,26,2023-06-19,3,400.32,0.2,PayPal,Completed
2839,1268,6,1,36,2023-11-14,1,628.51,0.0,Debit Card,Returned
2840,988,4,7,2,2023-12-30,3,355.19,0.05,PayPal,Shipped
2841,1829,230,14,47,2025-12-07,5,49.56,0.1,Credit Card,Completed
2842,946,117,4,26,2025-12-27,3,77.12,0.0,PayPal,Completed
2843,355,70,13,30,2025-07-17,6,42.41,0.15,Cash,Completed
2844,230,152,5,1,2024-05-24,5,290.47,0.15,Gift Card,Shipped
2845,598,121,13,42,2023-06-24,5,13.34,0.1,Cash,Returned
2846,931,280,6,14,2023-04-17,1,59.78,0.05,Cash,Completed
2847,444,205,13,46,2025-04-21,5,370.78,0.2,Gift Card,Completed
2848,737,188,14,47,2023-02-04,3,448.74,0.2,PayPal,Cancelled
2849,1010,185,4,35,2023-03-21,1,357.71,0.2,Gift Card,Pending
2850,1499,97,1,22,2023-08-25,4,228.27,0.2,Credit Card,Completed
2851,1626,117,11,7,2025-01-12,5,77.12,0.15,Cash,Completed
2852,485,57,4,26,2025-02-06,6,207.9,0.05,Cash,Returned
2853,100,43,1,22,2024-10-01,4,121.68,0.0,PayPal,Completed
2854,1887,107,11,7,2024-10-31,2,247.26,0.0,Debit Card,Returned
2855,112,291,3,31,2024-02-29,1,9.1,0.05,Debit Card,Shipped
2856,817,117,13,46,2024-04-18,1,77.12,0.05,Cash,Completed
2857,390,54,1,36,2023-01-16,1,43.29,0.05,Gift Card,Completed
2858,649,239,2,37,2024-05-27,1,337.62,0.0,PayPal,Completed
2859,1173,186,11,33,2023-03-01,5,39.01,0.0,Credit Card,Completed
2860,846,226,14,47,2024-04-21,6,522.95,0.0,Gift Card,Completed
2861,1225,189,4,34,2023-06-28,4,399.71,0.2,Debit Card,Returned
2862,541,57,6,9,2024-05-06,6,207.9,0.0,Debit Card,Completed
2863,1605,193,13,49,2025-09-07,1,248.63,0.0,Gift Card,Returned
2864,45,87,6,14,2024-08-26,5,321.84,0.0,Cash,Completed
2865,902,228,15,18,2024-08-11,1,247.35,0.15,PayPal,Shipped
2866,965,44,1,41,2025-10-17,3,317.68,0.0,Debit Card,Completed
2867,1769,253,12,11,2024-12-13,1,101.3,0.0,PayPal,Pending
2868,822,284,10,4,2024-05-25,1,413.62,0.05,Cash,Completed
2869,192,35,14,8,2024-06-12,2,53.95,0.15,Credit Card,Shipped
2870,1438,257,3,31,2024-09-30,3,29.22,0.0,Gift Card,Returned
2871,1875,105,4,26,2025-06-27,1,500.45,0.15,Cash,Pending
2872,1398,210,2,3,2025-04-03,5,77.07,0.0,Cash,Shipped
2873,1112,181,11,7,2025-09-01,6,334.11,0.2,Debit Card,Completed
2874,1829,63,5,1,2023-07-05,4,63.8,0.05,Gift Card,Completed
2875,214,106,1,50,2023-03-17,1,127.35,0.0,Gift Card,Completed
2876,454,47,4,35,2025-12-05,6,126.89,0.0,Debit Card,Pending
2877,1976,163,1,36,2025-08-20,5,270.34,0.05,Gift Card,Cancelled
2878,63,33,5,1,2023-05-11,6,422.83,0.2,Cash,Cancelled
2879,1600,205,14,8,2023-04-28,6,370.78,0.2,PayPal,Pending
2880,1745,149,14,8,2023-06-03,1,431.72,0.05,Debit Card,Shipped
2881,354,156,5,48,2023-05-23,1,64.7,0.0,Cash,Pending
2882,1350,203,15,16,2025-06-12,2,511.82,0.0,Debit Card,Completed
2883,1320,218,4,26,2024-08-24,2,95.1,0.15,Credit Card,Completed
2884,820,29,7,40,2024-04-04,5,197.73,0.2,Credit Card,Cancelled
2885,693,77,11,33,2024-05-02,3,442.92,0.15,Gift Card,Returned
2886,133,254,6,9,2024-08-10,4,307.61,0.0,Debit Card,Cancelled
2887,202,222,13,30,2024-07-07,5,412.69,0.2,Credit Card,Cancelled
2888,1596,166,7,2,2024-08-12,1,172.27,0.0,Gift Card,Completed
2889,214,115,15,32,2024-08-18,6,295.79,0.05,Credit Card,Completed
2890,1939,255,13,13,2023-04-04,6,118.85,0.05,PayPal,Returned
2891,928,193,14,47,2023-04-20,1,248.63,0.1,Credit Card,Completed
2892,1425,166,5,1,2024-07-23,6,172.27,0.0,Cash,Pending
2893,493,122,14,47,2024-07-01,6,203.86,0.0,PayPal,Cancelled
2894,885,245,8,19,2023-03-12,1,328.64,0.15,PayPal,Returned
2895,320,186,13,42,2024-05-09,1,39.01,0.15,Cash,Pending
2896,9,289,1,41,2024-03-14,4,246.14,0.0,Credit Card,Completed
2897,1273,204,9,38,2025-07-05,3,132.41,0.15,Debit Card,Cancelled
2898,671,182,10,4,2023-03-08,5,543.63,0.0,PayPal,Pending
2899,139,272,3,43,2024-06-30,4,596.66,0.15,Gift Card,Completed
2900,813,106,7,2,2023-12-19,4,127.35,0.15,Credit Card,Completed
2901,1766,138,10,21,2023-03-14,6,102.03,0.15,Debit Card,Returned
2902,1051,14,12,11,2025-11-11,6,379.66,0.15,Gift Card,Completed
2903,183,63,9,25,2023-11-04,1,63.8,0.05,PayPal,Cancelled
2904,305,83,3,43,2024-03-05,2,347.94,0.0,Cash,Completed
2905,1021,71,7,40,2024-12-10,6,251.36,0.15,PayPal,Completed
2906,1932,220,14,47,2023-09-10,4,357.02,0.0,Credit Card,Pending
2907,389,143,5,1,2023-12-24,6,511.76,0.05,Debit Card,Completed
2908,1333,252,4,34,2024-04-21,6,163.4,0.05,Debit Card,Shipped
2909,208,159,15,44,2023-11-06,3,323.53,0.0,Gift Card,Completed
2910,1836,247,10,6,2024-06-18,1,58.54,0.0,Credit Card,Pending
2911,294,176,10,21,2023-04-14,6,171.51,0.0,Cash,Completed
2912,1653,2,4,35,2025-01-15,3,35.98,0.15,Gift Card,Pending
2913,810,152,10,6,2024-01-09,4,290.47,0.0,PayPal,Pending
2914,306,114,6,14,2025-12-02,1,356.17,0.05,Debit Card,Completed
2915,175,123,10,6,2024-10-18,1,203.09,0.0,Debit Card,Completed
2916,104,55,11,7,2023-03-02,4,17.81,0.0,Cash,Completed
2917,365,134,13,13,2025-04-09,5,170.45,0.0,Credit Card,Shipped
2918,286,65,3,20,2024-01-07,2,543.26,0.2,Credit Card,Completed
2919,1609,128,9,38,2025-12-08,6,257.64,0.2,Credit Card,Pending
2920,624,107,13,49,2023-08-03,2,247.26,0.05,PayPal,Completed
2921,1964,266,6,14,2024-02-25,4,140.34,0.1,Credit Card,Completed
