order_id,customer_id,product_id,store_id,employee_id,order_date,quantity,unit_price,discount_pct,payment_method,order_status,total_price,order_month
3508,1439,208,8,19,2025-11-23,5.0,146.45,0.1,Gift Card,Completed,659.02,2025-11
3509,1996,120,7,40,2025-01-22,2.0,346.06,0.0,Debit Card,Cancelled,692.12,2025-01
3510,992,104,15,18,2025-07-13,1.0,61.42,0.0,Gift Card,Completed,61.42,2025-07
3511,1917,203,13,13,2025-12-29,6.0,511.82,0.05,Gift Card,Shipped,2917.37,2025-12
3512,207,149,12,11,2025-08-26,2.0,431.72,0.0,Gift Card,Shipped,863.44,2025-08
3513,393,239,9,38,2024-08-20,2.0,337.62,0.0,Cash,Completed,675.24,2024-08
3514,1896,195,8,24,2025-10-03,6.0,165.25,0.05,PayPal,Completed,941.92,2025-10
3515,795,198,6,9,2023-03-11,2.0,125.5,0.15,Debit Card,Completed,213.35,2023-03
3516,1515,16,11,12,2023-07-24,3.0,561.32,0.15,PayPal,Completed,1431.37,2023-07
3517,1391,226,6,9,2023-06-07,3.0,522.95,0.15,PayPal,Completed,1333.52,2023-06
3518,1492,114,10,29,2023-10-16,2.0,356.17,0.0,Gift Card,Shipped,712.34,2023-10
3519,310,173,15,18,2025-05-07,1.0,159.58,0.15,Cash,Completed,135.64,2025-05
3520,1247,177,11,33,2024-04-15,2.0,467.22,0.2,Credit Card,Shipped,747.55,2024-04
3521,1893,297,7,2,2023-02-05,4.0,334.26,0.0,Cash,Completed,1337.04,2023-02
3522,1494,210,12,17,2025-03-25,1.0,77.07,0.15,Credit Card,Completed,65.51,2025-03
3523,1096,30,15,27,2024-12-20,6.0,544.88,0.1,Cash,Completed,2942.35,2024-12
3524,562,291,15,15,2024-02-24,4.0,9.1,0.0,Gift Card,Cancelled,36.4,2024-02
3525,1419,268,9,25,2025-10-18,4.0,252.86,0.1,Cash,Completed,910.3,2025-10
3526,604,134,8,19,2023-07-12,6.0,170.45,0.05,Gift Card,Pending,971.56,2023-07
3527,1640,275,3,20,2025-10-02,6.0,255.49,0.0,Credit Card,Completed,1532.94,2025-10
3528,586,256,10,29,2024-09-09,2.0,203.89,0.1,Debit Card,Completed,367.0,2024-09
3529,1494,155,7,2,2025-12-06,5.0,232.62,0.15,PayPal,Completed,988.63,2025-12
3530,214,216,14,47,2023-12-12,5.0,91.49,0.0,Cash,Shipped,457.45,2023-12
3531,1618,80,5,48,2025-02-12,2.0,249.35,0.05,Debit Card,Pending,473.76,2025-02
3532,1765,96,4,26,2024-11-22,2.0,595.96,0.15,Gift Card,Pending,1013.13,2024-11
3533,545,4,7,2,2024-06-08,1.0,355.19,0.1,Cash,Pending,319.67,2024-06
3534,872,175,5,23,2024-01-08,2.0,86.78,0.0,PayPal,Returned,173.56,2024-01
3535,1926,59,7,40,2025-04-24,5.0,239.55,0.0,Gift Card,Completed,1197.75,2025-04
3536,945,54,6,9,2024-05-21,3.0,43.29,0.15,PayPal,Completed,110.39,2024-05
3537,534,233,5,23,2023-03-01,6.0,400.32,0.15,Credit Card,Cancelled,2041.63,2023-03
3538,726,226,11,7,2024-06-16,6.0,522.95,0.0,Gift Card,Completed,3137.7,2024-06
3539,640,274,7,40,2025-07-30,5.0,57.88,0.0,Debit Card,Completed,289.4,2025-07
3540,244,92,9,25,2025-07-23,4.0,665.8,0.0,PayPal,Pending,2663.2,2025-07
3541,403,180,13,30,2024-08-09,5.0,177.87,0.0,Cash,Completed,889.35,2024-08
3542,588,278,6,9,2023-09-01,4.0,98.31,0.2,Debit Card,Completed,314.59,2023-09
3543,1653,128,15,16,2024-09-25,1.0,257.64,0.05,Cash,Returned,244.76,2024-09
3544,219,135,5,23,2023-07-22,1.0,126.8,0.15,Credit Card,Completed,107.78,2023-07
3545,600,237,11,7,2024-03-31,5.0,159.44,0.15,Debit Card,Completed,677.62,2024-03
3546,1927,161,14,8,2025-11-28,5.0,322.86,0.15,Credit Card,Completed,1372.16,2025-11
3547,973,38,3,31,2023-10-05,4.0,142.98,0.05,Cash,Completed,543.32,2023-10
3548,399,3,7,40,2023-07-16,6.0,507.54,0.05,Cash,Shipped,2892.98,2023-07
3549,1864,130,8,39,2023-01-29,5.0,293.35,0.0,Credit Card,Completed,1466.75,2023-01
3550,1219,82,13,49,2023-12-08,1.0,166.87,0.2,Cash,Returned,133.5,2023-12
3551,1240,200,14,8,2024-10-29,5.0,214.09,0.15,Credit Card,Shipped,909.88,2024-10
3552,1158,126,3,43,2025-08-09,4.0,333.86,0.0,Debit Card,Cancelled,1335.44,2025-08
3553,1311,164,14,47,2025-07-16,2.0,117.71,0.1,Debit Card,Completed,211.88,2025-07
3554,1800,198,4,35,2024-10-17,4.0,125.5,0.0,Credit Card,Returned,502.0,2024-10
3555,748,297,1,22,2023-02-22,6.0,334.26,0.2,PayPal,Completed,1604.45,2023-02
3556,1048,7,13,49,2023-01-15,6.0,279.59,0.0,Credit Card,Completed,1677.54,2023-01
3557,935,276,6,9,2023-11-11,4.0,394.14,0.2,Debit Card,Pending,1261.25,2023-11
3558,105,98,13,30,2023-01-21,4.0,263.06,0.0,PayPal,Completed,1052.24,2023-01
3559,1170,88,2,45,2023-12-07,6.0,291.53,0.1,Gift Card,Pending,1574.26,2023-12
3560,343,58,11,12,2025-01-20,3.0,76.76,0.0,Credit Card,Cancelled,230.28,2025-01
3561,913,2,10,4,2023-09-17,4.0,35.98,0.15,PayPal,Completed,122.33,2023-09
3562,1704,158,11,7,2023-11-13,4.0,324.07,0.0,PayPal,Cancelled,1296.28,2023-11
3563,628,299,13,30,2023-12-10,4.0,150.33,0.0,Cash,Pending,601.32,2023-12
3564,720,46,10,21,2023-04-19,5.0,393.27,0.0,Debit Card,Completed,1966.35,2023-04
3565,1740,269,6,14,2025-10-29,3.0,260.22,0.05,PayPal,Completed,741.63,2025-10
3566,538,205,11,7,2024-03-17,6.0,370.78,0.1,Gift Card,Completed,2002.21,2024-03
3567,718,165,2,3,2025-09-26,3.0,216.64,0.0,Debit Card,Completed,649.92,2025-09
3568,177,140,10,29,2023-04-27,6.0,257.08,0.2,Credit Card,Shipped,1233.98,2023-04
3569,1160,168,7,40,2023-11-18,2.0,303.92,0.05,Cash,Completed,577.45,2023-11
3570,1889,278,6,14,2023-06-15,1.0,98.31,0.1,Gift Card,Completed,88.48,2023-06
3571,1052,144,11,7,2024-11-21,3.0,296.96,0.1,Cash,Pending,801.79,2024-11
3572,88,23,10,21,2023-12-23,5.0,298.77,0.2,Cash,Returned,1195.08,2023-12
3573,1721,12,12,17,2025-10-07,6.0,582.22,0.0,Credit Card,Completed,3493.32,2025-10
3574,729,234,9,25,2023-02-12,1.0,314.58,0.1,Cash,Pending,283.12,2023-02
3575,1976,165,14,8,2025-07-03,3.0,216.64,0.15,PayPal,Completed,552.43,2025-07
3576,705,192,3,31,2025-05-13,5.0,29.92,0.0,Gift Card,Shipped,149.6,2025-05
3577,3,54,14,8,2024-11-26,5.0,43.29,0.0,Debit Card,Completed,216.45,2024-11
3578,560,96,7,2,2024-08-23,5.0,595.96,0.15,Gift Card,Shipped,2532.83,2024-08
3579,10,70,11,7,2024-12-07,6.0,42.41,0.0,Gift Card,Returned,254.46,2024-12
3580,632,138,15,15,2025-05-20,1.0,102.03,0.1,Gift Card,Cancelled,91.83,2025-05
3581,1839,82,12,11,2024-08-11,5.0,166.87,0.05,Cash,Pending,792.63,2024-08
3582,498,28,8,24,2025-12-24,4.0,360.14,0.0,PayPal,Completed,1440.56,2025-12
3583,76,214,2,3,2024-05-26,3.0,264.25,0.15,Cash,Pending,673.84,2024-05
3584,165,259,11,33,2023-01-30,3.0,395.59,0.2,Credit Card,Completed,949.42,2023-01
3585,322,100,11,7,2023-02-01,3.0,447.11,0.2,Cash,Pending,1073.06,2023-02
3586,440,222,8,19,2024-01-19,5.0,412.69,0.2,Gift Card,Pending,1650.76,2024-01
3587,738,183,6,14,2024-12-11,5.0,70.12,0.05,Gift Card,Cancelled,333.07,2024-12
3588,738,13,15,27,2025-05-22,4.0,127.76,0.0,PayPal,Pending,511.04,2025-05
3589,821,159,3,43,2025-11-10,2.0,323.53,0.0,Credit Card,Completed,647.06,2025-11
3590,722,134,3,31,2025-04-09,6.0,170.45,0.0,Debit Card,Cancelled,1022.7,2025-04
3591,911,261,4,34,2024-12-16,3.0,638.9,0.15,Cash,Shipped,1629.19,2024-12
3592,588,61,8,19,2024-09-29,3.0,172.42,0.0,Gift Card,Cancelled,517.26,2024-09
3593,988,21,4,26,2025-05-25,5.0,407.45,0.0,Credit Card,Completed,2037.25,2025-05
3594,1210,202,9,25,2023-09-05,2.0,211.09,0.1,Cash,Pending,379.96,2023-09
3595,714,167,11,33,2024-07-26,2.0,87.74,0.0,Debit Card,Completed,175.48,2024-07
3596,311,148,4,35,2023-06-06,5.0,293.31,0.15,Gift Card,Pending,1246.57,2023-06
3597,166,267,12,10,2023-01-12,1.0,139.61,0.15,Gift Card,Returned,118.67,2023-01
3598,604,100,12,11,2025-02-15,1.0,447.11,0.2,PayPal,Shipped,357.69,2025-02
3599,1774,267,10,4,2024-11-10,4.0,139.61,0.0,Debit Card,Shipped,558.44,2024-11
3600,1175,139,11,12,2025-08-21,3.0,334.0,0.1,Cash,Completed,901.8,2025-08
3601,800,265,13,46,2025-12-28,6.0,348.49,0.1,Credit Card,Returned,1881.85,2025-12
3602,1435,270,7,2,2025-09-11,4.0,17.58,0.05,Cash,Shipped,66.8,2025-09
3603,1106,150,9,25,2024-01-23,1.0,157.31,0.2,Cash,Returned,125.85,2024-01
3604,138,229,3,43,2023-03-16,6.0,321.97,0.2,Cash,Completed,1545.46,2023-03
3605,133,69,4,35,2025-05-09,1.0,444.45,0.0,Gift Card,Cancelled,444.45,2025-05
3606,287,273,5,1,2024-09-10,3.0,265.88,0.1,PayPal,Cancelled,717.88,2024-09
3607,868,294,13,46,2024-10-19,3.0,345.43,0.1,Debit Card,Completed,932.66,2024-10
3608,466,18,7,2,2025-10-12,5.0,383.42,0.0,Debit Card,Pending,1917.1,2025-10
3609,714,298,2,28,2024-09-20,1.0,202.95,0.0,Cash,Completed,202.95,2024-09
3610,414,91,6,9,2025-01-27,6.0,406.77,0.1,Debit Card,Completed,2196.56,2025-01
3611,654,256,5,23,2023-06-08,1.0,203.89,0.2,Debit Card,Returned,163.11,2023-06
3612,553,107,13,46,2024-11-12,3.0,247.26,0.1,PayPal,Completed,667.6,2024-11
3613,412,69,14,47,2025-10-12,6.0,444.45,0.0,Debit Card,Completed,2666.7,2025-10
3614,526,18,2,45,2023-09-23,5.0,383.42,0.15,Credit Card,Completed,1629.54,2023-09
3615,1600,249,7,2,2025-03-05,2.0,471.0,0.2,Cash,Shipped,753.6,2025-03
3616,574,213,4,26,2023-01-05,2.0,64.0,0.15,Debit Card,Returned,108.8,2023-01
3617,751,204,4,35,2024-07-22,1.0,144.97,0.15,PayPal,Completed,123.22,2024-07
3618,1360,254,13,49,2023-03-19,2.0,307.61,0.0,Credit Card,Completed,615.22,2023-03
3619,551,117,6,9,2024-12-19,1.0,77.12,0.05,Debit Card,Completed,73.26,2024-12
3620,1891,260,11,12,2025-01-19,1.0,172.37,0.0,PayPal,Shipped,172.37,2025-01
3621,796,27,6,9,2023-10-18,6.0,565.88,0.0,Cash,Cancelled,3395.28,2023-10
3622,315,87,11,12,2024-06-09,1.0,321.84,0.0,Debit Card,Cancelled,321.84,2024-06
3623,1833,40,1,50,2023-08-26,2.0,408.98,0.1,Credit Card,Completed,736.16,2023-08
3624,1344,272,5,23,2023-10-04,4.0,596.66,0.0,Debit Card,Completed,2386.64,2023-10
3625,1038,252,5,1,2023-03-15,3.0,163.4,0.05,Debit Card,Completed,465.69,2023-03
3626,1946,184,6,14,2025-04-02,2.0,304.08,0.1,PayPal,Cancelled,547.34,2025-04
3627,1077,79,9,25,2024-06-17,2.0,143.89,0.1,Cash,Pending,259.0,2024-06
3628,1188,287,9,38,2023-03-28,1.0,173.87,0.2,Cash,Cancelled,139.1,2023-03
3629,1965,107,8,39,2024-02-19,5.0,247.26,0.0,PayPal,Pending,1236.3,2024-02
3630,832,199,12,10,2023-01-02,5.0,314.59,0.15,Credit Card,Shipped,1337.01,2023-01
3631,934,190,5,23,2023-02-23,1.0,292.3,0.05,Credit Card,Cancelled,277.68,2023-02
3632,1392,201,6,14,2024-12-11,5.0,307.14,0.1,Gift Card,Completed,1382.13,2024-12
3633,1777,255,6,14,2023-09-30,2.0,118.85,0.0,Cash,Completed,237.7,2023-09
3634,517,123,3,20,2023-02-07,1.0,203.09,0.05,Credit Card,Completed,192.94,2023-02
3635,1777,20,10,4,2025-05-29,5.0,170.95,0.05,Debit Card,Completed,812.01,2025-05
3636,697,41,7,2,2023-07-06,3.0,441.65,0.15,Credit Card,Completed,1126.21,2023-07
3637,1122,204,14,8,2023-08-11,2.0,164.99,0.0,PayPal,Completed,329.98,2023-08
3638,553,2,7,2,2023-09-27,6.0,35.98,0.0,Cash,Cancelled,215.88,2023-09
3639,536,80,3,20,2023-12-16,1.0,249.35,0.0,Debit Card,Completed,249.35,2023-12
3640,31,14,13,13,2023-07-17,2.0,379.66,0.0,PayPal,Pending,759.32,2023-07
3641,1116,83,10,6,2024-06-26,6.0,347.94,0.0,Credit Card,Cancelled,2087.64,2024-06
3642,1713,251,11,33,2023-07-16,6.0,355.21,0.0,Debit Card,Cancelled,2131.26,2023-07
3643,1238,166,13,30,2025-02-18,1.0,172.27,0.15,Gift Card,Pending,146.43,2025-02
3644,575,266,3,43,2024-07-16,4.0,140.34,0.15,Gift Card,Pending,477.16,2024-07
3645,1843,276,5,1,2025-07-19,4.0,394.14,0.1,Debit Card,Cancelled,1418.9,2025-07
3646,1854,141,7,2,2023-01-08,5.0,236.86,0.0,Gift Card,Completed,1184.3,2023-01
3647,804,126,1,22,2024-05-01,4.0,333.86,0.0,Gift Card,Completed,1335.44,2024-05
3648,1478,172,4,26,2025-05-16,4.0,70.42,0.2,Gift Card,Completed,225.34,2025-05
3649,1528,102,2,45,2025-05-29,2.0,455.19,0.1,Cash,Completed,819.34,2025-05
3650,1450,231,6,14,2025-07-20,2.0,52.2,0.1,Cash,Completed,93.96,2025-07
3651,320,33,4,35,2024-07-26,4.0,422.83,0.0,Debit Card,Completed,1691.32,2024-07
3652,1938,272,3,20,2024-04-01,2.0,596.66,0.1,Debit Card,Completed,1073.99,2024-04
3653,362,84,9,38,2024-03-21,3.0,38.26,0.1,Gift Card,Completed,103.3,2024-03
3654,1396,15,3,31,2024-08-19,1.0,454.62,0.15,Cash,Completed,386.43,2024-08
3655,352,160,5,1,2024-11-24,2.0,466.97,0.1,Cash,Completed,840.55,2024-11
3656,795,227,13,42,2023-02-23,5.0,225.3,0.15,PayPal,Completed,957.52,2023-02
3657,1854,179,12,10,2023-03-12,3.0,63.58,0.05,PayPal,Completed,181.2,2023-03
3658,403,236,12,10,2024-07-24,1.0,209.86,0.0,Cash,Completed,209.86,2024-07
3659,425,268,9,25,2025-07-04,5.0,252.86,0.15,PayPal,Cancelled,1074.66,2025-07
3660,698,125,2,3,2023-03-08,5.0,152.14,0.15,Cash,Shipped,646.59,2023-03
3661,741,293,9,38,2024-12-08,6.0,54.25,0.0,Gift Card,Cancelled,325.5,2024-12
3662,373,98,3,20,2023-01-29,1.0,263.06,0.05,PayPal,Completed,249.91,2023-01
3663,1142,224,7,2,2024-09-13,5.0,190.7,0.2,Gift Card,Shipped,762.8,2024-09
3664,584,239,11,12,2024-12-17,5.0,337.62,0.0,PayPal,Shipped,1688.1,2024-12
3665,752,195,4,35,2025-01-13,1.0,165.25,0.1,PayPal,Returned,148.72,2025-01
3666,1718,72,3,43,2025-07-27,6.0,301.36,0.0,Cash,Completed,1808.16,2025-07
3667,1388,189,14,8,2024-06-25,6.0,399.71,0.0,Credit Card,Completed,2398.26,2024-06
3668,1791,189,15,44,2024-12-28,2.0,399.71,0.15,Credit Card,Shipped,679.51,2024-12
3669,1352,209,3,31,2025-07-01,4.0,193.95,0.15,PayPal,Completed,659.43,2025-07
3670,1945,26,14,47,2024-10-03,5.0,68.26,0.05,Gift Card,Shipped,324.24,2024-10
3671,411,218,1,36,2024-06-30,2.0,95.1,0.2,Cash,Shipped,152.16,2024-06
3672,1465,80,13,30,2023-02-18,4.0,249.35,0.0,Debit Card,Shipped,997.4,2023-02
3673,1299,35,3,31,2024-08-27,2.0,53.95,0.0,Debit Card,Completed,107.9,2024-08
3674,708,77,8,19,2024-06-29,2.0,442.92,0.2,Credit Card,Completed,708.67,2024-06
3675,687,211,10,4,2025-12-28,1.0,199.85,0.1,Debit Card,Cancelled,179.86,2025-12
3676,1531,96,12,10,2023-12-01,2.0,595.96,0.15,Cash,Returned,1013.13,2023-12
3677,577,225,10,29,2025-08-07,1.0,131.27,0.05,Gift Card,Pending,124.71,2025-08
3678,335,260,5,23,2025-04-27,6.0,172.37,0.2,Credit Card,Completed,827.38,2025-04
3679,1510,16,8,39,2025-07-31,5.0,561.32,0.0,Credit Card,Completed,2806.6,2025-07
3680,224,70,12,10,2024-08-25,3.0,42.41,0.1,Cash,Completed,114.51,2024-08
3681,1931,66,7,40,2023-08-03,1.0,330.95,0.15,Cash,Pending,281.31,2023-08
3682,1338,11,12,17,2023-02-22,3.0,289.37,0.0,Credit Card,Completed,868.11,2023-02
3683,127,225,11,33,2023-12-14,6.0,131.27,0.0,PayPal,Shipped,787.62,2023-12
3684,581,292,3,20,2024-03-01,1.0,398.38,0.15,Cash,Returned,338.62,2024-03
3685,176,67,1,41,2023-05-31,1.0,138.29,0.05,Cash,Completed,131.38,2023-05
3686,154,15,11,7,2024-12-13,1.0,454.62,0.0,Cash,Completed,454.62,2024-12
3687,1052,234,12,17,2024-10-10,1.0,314.58,0.05,Credit Card,Returned,298.85,2024-10
3688,912,184,13,46,2023-08-26,3.0,304.08,0.0,PayPal,Shipped,912.24,2023-08
3689,1920,37,4,34,2024-11-11,5.0,91.98,0.0,Cash,Completed,459.9,2024-11
3690,1908,235,12,10,2025-08-29,1.0,265.0,0.15,Credit Card,Completed,225.25,2025-08
3691,1106,199,6,9,2023-08-24,1.0,314.59,0.0,Credit Card,Completed,314.59,2023-08
3692,357,242,2,45,2023-07-17,3.0,378.8,0.0,PayPal,Cancelled,1136.4,2023-07
3693,230,19,4,34,2025-03-15,1.0,332.56,0.15,Cash,Returned,282.68,2025-03
3694,1954,256,1,41,2024-01-18,3.0,203.89,0.0,Credit Card,Completed,611.67,2024-01
3695,1018,103,14,8,2025-10-19,1.0,220.08,0.0,Credit Card,Completed,220.08,2025-10
3696,660,17,8,19,2024-09-19,3.0,307.03,0.2,Cash,Completed,736.87,2024-09
3697,1124,265,15,5,2025-06-13,6.0,348.49,0.2,PayPal,Completed,1672.75,2025-06
3698,651,118,7,2,2024-04-25,4.0,145.14,0.0,Credit Card,Completed,580.56,2024-04
3699,1507,295,15,27,2024-05-01,1.0,647.12,0.2,Cash,Completed,517.7,2024-05
3700,53,259,13,13,2023-08-23,2.0,395.59,0.2,Credit Card,Pending,632.94,2023-08
3701,278,95,13,49,2025-11-23,3.0,435.89,0.15,Cash,Completed,1111.52,2025-11
3702,1769,132,12,17,2023-11-04,3.0,127.63,0.15,Cash,Completed,325.46,2023-11
3703,1682,23,12,11,2023-11-01,3.0,298.77,0.15,Gift Card,Completed,761.86,2023-11
3704,1919,222,4,35,2025-03-17,4.0,412.69,0.0,Credit Card,Completed,1650.76,2025-03
3705,144,88,1,41,2023-10-05,6.0,291.53,0.05,Cash,Completed,1661.72,2023-10
3706,1508,219,4,26,2025-10-06,4.0,243.18,0.05,Gift Card,Completed,924.08,2025-10
3707,1040,35,8,24,2023-01-24,4.0,53.95,0.0,Cash,Completed,215.8,2023-01
3708,1297,184,1,36,2023-06-20,6.0,304.08,0.15,Debit Card,Completed,1550.81,2023-06
3709,728,233,12,10,2024-01-01,1.0,400.32,0.1,Debit Card,Completed,360.29,2024-01
3710,790,43,13,46,2025-03-04,6.0,121.68,0.0,Credit Card,Completed,730.08,2025-03
3711,1208,167,8,19,2023-08-28,6.0,87.74,0.0,Gift Card,Returned,526.44,2023-08
3712,1948,217,1,50,2023-08-15,1.0,80.74,0.2,PayPal,Completed,64.59,2023-08
3713,1380,123,5,1,2023-02-25,6.0,203.09,0.1,Gift Card,Completed,1096.69,2023-02
3714,444,211,7,40,2023-02-12,5.0,199.85,0.05,Debit Card,Completed,949.29,2023-02
3715,1220,178,4,35,2023-04-01,4.0,41.87,0.05,Gift Card,Returned,159.11,2023-04
3716,1623,175,7,2,2024-12-26,6.0,86.78,0.0,Cash,Completed,520.68,2024-12
3717,1391,28,14,8,2024-03-22,1.0,360.14,0.05,Cash,Completed,342.13,2024-03
3718,720,190,1,22,2025-06-01,3.0,292.3,0.0,PayPal,Completed,876.9,2025-06
3719,1587,35,10,21,2023-09-17,3.0,53.95,0.0,Credit Card,Returned,161.85,2023-09
3720,762,7,7,2,2024-01-04,5.0,279.59,0.15,Gift Card,Completed,1188.26,2024-01
3721,1191,61,7,2,2025-10-30,1.0,172.42,0.15,PayPal,Shipped,146.56,2025-10
3722,432,212,15,27,2025-10-07,5.0,26.85,0.0,Debit Card,Completed,134.25,2025-10
3723,922,227,3,20,2024-07-25,5.0,225.3,0.2,Credit Card,Completed,901.2,2024-07
3724,892,225,13,46,2024-11-12,6.0,131.27,0.15,Cash,Completed,669.48,2024-11
3725,695,102,4,34,2023-08-04,3.0,455.19,0.2,Cash,Pending,1092.46,2023-08
3726,1761,68,11,33,2023-12-30,1.0,15.0,0.15,PayPal,Completed,12.75,2023-12
3727,1858,102,7,2,2023-05-01,2.0,455.19,0.05,Cash,Pending,864.86,2023-05
3728,906,185,9,38,2025-03-21,4.0,357.71,0.0,Cash,Completed,1430.84,2025-03
3729,509,133,2,37,2025-10-08,3.0,321.54,0.0,Gift Card,Completed,964.62,2025-10
3730,350,30,1,22,2025-07-27,5.0,544.88,0.0,Debit Card,Completed,2724.4,2025-07
3731,183,2,8,39,2023-08-25,1.0,35.98,0.0,Credit Card,Completed,35.98,2023-08
3732,1735,123,9,25,2024-06-10,1.0,203.09,0.2,Credit Card,Returned,162.47,2024-06
3733,1182,238,10,4,2024-12-12,5.0,196.9,0.1,Credit Card,Cancelled,886.05,2024-12
3734,817,44,15,18,2023-02-07,4.0,317.68,0.05,Cash,Shipped,1207.18,2023-02
3735,99,144,5,48,2024-04-02,5.0,296.96,0.0,Credit Card,Returned,1484.8,2024-04
3736,257,87,7,2,2025-08-12,6.0,321.84,0.2,Debit Card,Pending,1544.83,2025-08
3737,39,175,7,2,2024-07-04,6.0,86.78,0.2,Debit Card,Completed,416.54,2024-07
3738,40,93,12,11,2025-12-07,4.0,380.69,0.0,PayPal,Cancelled,1522.76,2025-12
3739,1449,272,3,20,2024-10-11,4.0,596.66,0.1,Cash,Returned,2147.98,2024-10
3740,1741,99,14,8,2025-07-10,3.0,384.25,0.0,PayPal,Completed,1152.75,2025-07
3741,361,120,2,3,2024-08-25,5.0,346.06,0.05,Credit Card,Returned,1643.78,2024-08
3742,622,131,13,42,2024-04-03,6.0,582.03,0.15,Gift Card,Completed,2968.35,2024-04
3743,774,19,15,15,2023-05-07,5.0,332.56,0.0,Cash,Pending,1662.8,2023-05
3744,959,157,4,35,2025-06-25,4.0,110.95,0.2,Credit Card,Completed,355.04,2025-06
3745,1340,131,9,25,2024-01-04,6.0,582.03,0.1,Credit Card,Completed,3142.96,2024-01
3746,1910,85,3,31,2025-09-24,5.0,347.38,0.2,Debit Card,Cancelled,1389.52,2025-09
3747,605,205,14,8,2023-06-10,3.0,370.78,0.0,Credit Card,Completed,1112.34,2023-06
3748,1008,207,13,46,2023-01-10,5.0,245.28,0.1,Credit Card,Returned,1103.76,2023-01
3749,775,219,2,3,2024-10-11,5.0,243.18,0.1,PayPal,Pending,1094.31,2024-10
3750,1446,159,11,7,2023-09-23,6.0,323.53,0.0,Cash,Returned,1941.18,2023-09
3751,1548,296,9,25,2024-03-23,5.0,81.85,0.2,Cash,Cancelled,327.4,2024-03
3752,1878,22,12,17,2024-09-07,6.0,90.87,0.0,Credit Card,Cancelled,545.22,2024-09
3753,1805,295,12,10,2025-03-28,2.0,647.12,0.1,Cash,Completed,1164.82,2025-03
3754,1235,12,7,40,2025-12-07,3.0,582.22,0.0,Credit Card,Returned,1746.66,2025-12
3755,1457,208,3,43,2024-11-08,2.0,146.45,0.15,Credit Card,Completed,248.96,2024-11
3756,46,246,6,9,2023-02-04,4.0,594.34,0.1,PayPal,Completed,2139.62,2023-02
3757,1445,270,1,41,2025-10-13,5.0,17.58,0.05,Credit Card,Completed,83.5,2025-10
3758,1056,116,6,9,2024-05-03,3.0,365.71,0.2,Credit Card,Cancelled,877.7,2024-05
3759,1081,77,3,43,2024-05-30,3.0,442.92,0.0,PayPal,Completed,1328.76,2024-05
3760,1595,255,4,26,2025-12-02,6.0,118.85,0.05,Debit Card,Shipped,677.44,2025-12
3761,49,235,15,16,2024-09-23,2.0,265.0,0.1,Credit Card,Completed,477.0,2024-09
3762,1219,183,14,8,2023-05-02,6.0,70.12,0.15,Gift Card,Completed,357.61,2023-05
3763,916,229,9,38,2024-11-12,1.0,321.97,0.2,Debit Card,Cancelled,257.58,2024-11
3764,992,197,12,11,2023-05-03,6.0,82.36,0.0,Gift Card,Returned,494.16,2023-05
3765,797,35,4,26,2024-07-05,2.0,53.95,0.0,Cash,Pending,107.9,2024-07
3766,1566,48,2,37,2025-06-08,6.0,397.65,0.0,PayPal,Completed,2385.9,2025-06
3767,852,33,6,14,2024-07-17,5.0,422.83,0.2,Cash,Completed,1691.32,2024-07
3768,854,155,11,7,2024-12-01,5.0,232.62,0.0,Cash,Pending,1163.1,2024-12
3769,971,104,12,11,2023-05-04,4.0,61.42,0.0,Gift Card,Shipped,245.68,2023-05
3770,1009,131,1,22,2023-06-26,5.0,582.03,0.05,Credit Card,Shipped,2764.64,2023-06
3771,124,32,15,32,2023-11-14,6.0,162.12,0.1,Cash,Completed,875.45,2023-11
3772,1341,219,15,27,2023-09-16,4.0,243.18,0.1,PayPal,Completed,875.45,2023-09
3773,981,196,8,24,2024-11-03,2.0,222.19,0.0,Gift Card,Shipped,444.38,2024-11
3774,580,177,13,13,2023-08-23,2.0,467.22,0.05,Credit Card,Shipped,887.72,2023-08
3775,1089,84,13,30,2025-05-06,3.0,38.26,0.2,Cash,Returned,91.82,2025-05
3776,457,193,3,43,2025-09-07,3.0,248.63,0.05,Gift Card,Completed,708.6,2025-09
3777,699,133,6,14,2023-01-29,2.0,321.54,0.2,PayPal,Shipped,514.46,2023-01
3778,1549,294,11,33,2024-05-20,5.0,345.43,0.05,PayPal,Cancelled,1640.79,2024-05
3779,486,205,6,14,2024-09-03,6.0,370.78,0.0,Credit Card,Completed,2224.68,2024-09
3780,898,18,14,47,2024-11-10,3.0,383.42,0.05,Cash,Returned,1092.75,2024-11
3781,1250,6,9,25,2023-05-20,5.0,628.51,0.15,Gift Card,Pending,2671.17,2023-05
3782,337,229,13,49,2023-05-08,3.0,321.97,0.2,PayPal,Completed,772.73,2023-05
3783,1853,76,9,38,2025-11-29,3.0,46.89,0.2,Cash,Completed,112.54,2025-11
3784,1594,137,11,33,2024-04-05,1.0,47.19,0.0,Debit Card,Pending,47.19,2024-04
3785,637,139,9,38,2023-12-28,1.0,334.0,0.0,PayPal,Shipped,334.0,2023-12
3786,618,218,13,13,2025-11-21,6.0,95.1,0.15,PayPal,Completed,485.01,2025-11
3787,821,103,12,11,2024-06-06,6.0,220.08,0.0,Debit Card,Pending,1320.48,2024-06
3788,1650,239,5,23,2023-08-01,1.0,337.62,0.0,PayPal,Pending,337.62,2023-08
