inventory_id,store_id,product_id,stock_quantity,reorder_level,last_restock_date
820,5,66,60,15,2025-05-09
821,5,217,405,48,2025-10-02
822,5,135,382,50,2026-01-25
823,5,176,123,12,2025-09-01
824,5,293,352,27,2025-10-05
825,5,274,85,10,2025-09-08
826,5,13,418,23,2025-07-30
827,5,116,454,31,2025-02-21
828,5,227,45,42,2025-10-26
829,5,270,117,46,2025-05-23
830,5,243,0,37,2025-12-23
831,5,133,178,32,2026-01-21
832,5,156,231,45,2025-12-23
833,5,43,84,11,2026-01-14
834,5,220,49,50,2025-10-20
835,5,3,10,27,2025-04-09
836,5,45,88,20,2025-04-30
837,5,60,377,12,2026-01-11
838,5,291,91,22,2025-04-18
839,5,198,101,18,2025-06-01
840,5,283,235,13,2025-12-05
841,5,143,230,24,2025-11-13
842,5,90,68,12,2025-03-02
843,5,18,371,23,2025-07-07
844,5,271,321,29,2025-12-18
845,5,179,221,19,2025-12-19
846,5,268,32,20,2025-08-31
847,5,211,193,10,2025-03-29
848,5,203,191,12,2025-09-30
849,5,48,89,36,2025-02-25
850,5,275,43,20,2025-04-19
851,5,286,37,19,2025-08-01
852,5,79,55,37,2025-04-28
853,5,235,358,20,2025-05-17
854,5,276,365,43,2026-01-01
855,5,289,284,43,2025-10-30
856,5,221,460,47,2025-06-18
857,5,144,453,38,2025-03-22
858,5,23,424,48,2025-09-30
859,5,136,338,46,2025-04-21
860,5,71,488,38,2025-08-06
861,5,16,88,49,2025-08-16
862,5,10,142,30,2025-05-14
863,5,32,310,23,2026-01-11
864,5,132,408,11,2025-04-11
865,5,110,207,28,2025-07-12
866,5,105,395,44,2025-08-27
867,5,296,474,15,2025-10-25
868,5,253,59,18,2025-01-28
869,5,15,117,44,2025-02-27
870,5,190,286,40,2025-07-22
871,5,89,465,47,2025-12-31
872,5,267,377,18,2025-01-28
873,5,159,265,21,2025-10-03
874,5,72,448,24,2025-03-06
875,5,218,123,13,2025-09-18
876,5,208,439,48,2025-10-06
877,5,118,452,14,2025-05-04
878,5,139,275,45,2025-02-12
879,5,204,173,43,2025-10-03
880,5,246,47,26,2025-05-14
881,5,21,170,45,2025-03-11
882,5,95,423,21,2025-01-23
883,5,295,218,41,2025-04-16
884,5,83,71,24,2025-12-24
885,5,282,325,15,2025-09-23
886,5,80,75,49,2025-08-15
887,5,62,36,37,2026-01-05
888,5,141,324,44,2025-02-11
889,5,47,377,30,2025-08-24
890,5,167,84,27,2025-06-22
891,5,199,15,12,2026-01-27
892,5,74,5,11,2026-02-01
893,5,207,340,11,2026-01-06
894,5,49,15,15,2025-06-15
895,5,44,84,50,2025-10-27
896,5,101,41,15,2025-12-19
897,5,19,97,40,2025-02-20
898,5,232,224,44,2025-11-28
899,5,196,190,13,2025-11-19
900,5,102,383,48,2025-01-14
901,5,252,368,19,2025-06-30
902,5,131,160,34,2025-12-11
903,5,35,58,42,2025-11-27
904,6,36,385,28,2025-05-14
905,6,42,81,15,2025-10-07
906,6,293,416,19,2025-11-04
907,6,127,342,46,2025-10-04
908,6,112,244,28,2025-09-09
909,6,43,267,14,2025-03-19
910,6,152,89,28,2025-09-14
911,6,266,318,12,2025-06-10
912,6,102,194,40,2025-01-21
913,6,282,259,37,2025-08-28
914,6,51,13,12,2025-11-03
915,6,149,25,10,2025-12-05
916,6,180,133,25,2025-07-13
917,6,141,176,50,2025-06-24
918,6,223,45,33,2026-01-06
919,6,276,264,27,2025-09-29
920,6,172,76,35,2025-07-13
921,6,122,288,17,2025-05-01
922,6,110,211,19,2025-05-18
923,6,103,261,24,2025-06-14
924,6,250,189,13,2025-07-07
925,6,66,158,20,2025-10-23
926,6,85,192,12,2025-10-10
927,6,83,365,12,2025-11-17
928,6,229,240,13,2025-07-28
929,6,10,106,25,2025-07-30
930,6,268,308,49,2025-10-13
931,6,171,235,49,2025-07-01
932,6,245,402,11,2026-01-31
933,6,190,319,50,2025-09-27
934,6,41,94,18,2025-02-03
935,6,16,31,27,2025-01-25
936,6,154,475,17,2025-07-20
937,6,201,129,43,2025-03-05
938,6,288,455,45,2025-09-28
939,6,55,378,10,2025-05-14
940,6,235,320,26,2025-11-26
941,6,95,90,45,2025-08-31
942,6,86,255,25,2025-09-22
943,6,65,0,34,2026-01-03
944,6,49,391,22,2025-09-28
945,6,255,331,14,2025-07-24
946,6,189,137,25,2025-03-21
947,6,144,344,14,2025-03-14
948,6,131,356,35,2025-11-13
949,6,162,347,28,2026-01-07
950,6,199,87,43,2025-10-20
951,6,289,330,29,2025-07-28
952,6,73,152,20,2025-01-11
953,6,52,124,36,2026-01-23
954,6,30,367,18,2025-07-08
955,6,219,369,43,2025-08-09
956,6,135,109,16,2025-06-08
957,6,194,491,26,2025-02-12
958,6,173,236,12,2025-07-19
959,6,183,149,50,2025-07-19
960,6,11,80,32,2026-01-20
961,6,87,191,28,2025-01-22
962,6,234,95,35,2025-04-28
963,6,187,369,33,2025-06-24
964,6,237,278,21,2025-05-31
965,6,78,98,11,2025-12-09
966,6,291,43,40,2025-07-13
967,6,128,157,36,2025-05-24
968,6,244,441,28,2025-09-20
969,6,76,294,43,2025-09-16
970,6,238,469,11,2026-01-31
971,6,106,115,16,2025-07-08
972,6,294,123,45,2025-12-24
973,6,252,256,43,2025-04-02
974,6,204,425,27,2025-06-19
975,6,174,371,18,2025-08-27
976,6,284,312,13,2025-12-11
977,6,285,352,31,2025-01-20
978,6,258,148,50,2025-01-30
979,6,121,436,28,2025-05-03
980,6,157,104,23,2025-04-17
981,6,247,496,32,2025-04-10
982,6,44,424,43,2025-05-12
983,6,132,300,30,2025-12-29
984,6,175,62,35,2026-01-08
985,6,71,113,19,2025-02-22
986,6,153,46,16,2025-12-31
987,6,228,307,39,2025-09-27
988,6,94,238,17,2025-10-06
989,6,143,24,48,2025-04-12
990,6,8,123,47,2025-02-16
991,6,53,323,22,2025-09-10
992,6,161,110,18,2025-07-27
993,6,211,329,30,2025-04-26
994,6,182,20,36,2025-01-18
995,6,221,370,14,2025-02-12
996,6,256,470,49,2026-01-25
997,6,126,258,41,2026-01-24
998,6,117,492,30,2025-07-19
999,6,275,48,39,2025-09-14
1000,6,18,439,36,2026-02-03
1001,6,265,282,43,2025-01-05
1002,6,24,5,21,2025-04-17
1003,6,260,420,11,2025-01-16
1004,6,64,300,16,2025-06-21
1005,6,35,398,36,2025-02-27
1006,6,283,281,18,2025-11-02
1007,6,34,268,10,2025-05-06
1008,6,136,352,34,2025-06-20
1009,6,257,241,50,2025-12-26
1010,6,142,254,26,2026-01-09
1011,6,1,145,48,2025-03-03
1012,6,278,491,36,2025-01-02
1013,6,69,451,49,2025-12-15
1014,6,57,109,35,2025-07-08
1015,6,19,312,32,2025-03-10
1016,6,225,453,13,2025-02-09
1017,6,129,159,48,2025-02-06
1018,6,217,413,17,2025-09-27
1019,6,101,327,46,2025-05-27
1020,6,222,55,44,2025-05-30
1021,6,290,115,24,2025-07-23
1022,6,21,271,40,2025-06-25
1023,6,236,429,11,2025-10-28
1024,6,220,71,36,2025-04-10
1025,6,232,87,20,2025-04-21
1026,6,108,310,48,2025-09-16
1027,6,242,75,14,2025-05-03
1028,6,233,231,27,2025-06-21
1029,6,27,172,36,2025-02-09
1030,6,202,47,26,2025-01-19
1031,6,193,356,28,2025-03-08
1032,6,84,266,44,2025-07-28
1033,6,130,481,12,2025-07-07
1034,6,32,322,11,2026-02-03
1035,6,116,405,31,2025-05-02
1036,6,75,252,35,2025-08-08
1037,6,140,222,12,2025-09-23
1038,6,119,355,16,2025-03-01
1039,6,15,382,18,2025-08-07
1040,6,184,399,11,2025-01-22
1041,6,286,483,22,2025-01-29
1042,6,4,266,23,2025-07-04
1043,6,164,199,35,2025-11-08
1044,6,26,45,11,2025-07-17
1045,6,200,78,39,2025-02-07
1046,6,167,164,23,2025-02-21
1047,6,111,487,21,2026-01-29
1048,6,134,111,26,2025-06-24
1049,6,295,182,13,2025-08-09
1050,6,139,260,45,2025-04-04
1051,6,151,223,46,2025-02-25
1052,6,203,248,50,2025-09-06
1053,6,125,217,45,2025-11-26
1054,6,270,462,19,2025-11-15
1055,6,14,107,43,2025-05-16
1056,6,50,148,12,2025-03-01
1057,6,274,123,29,2025-10-11
1058,6,165,2,43,2025-08-18
1059,6,118,399,22,2025-06-25
1060,6,196,152,25,2025-09-02
1061,7,156,467,45,2026-01-13
1062,7,216,457,43,2025-03-11
1063,7,231,208,12,2025-04-19
1064,7,88,119,33,2025-11-11
1065,7,128,370,17,2025-01-28
1066,7,75,52,33,2025-08-20
1067,7,275,353,11,2025-11-07
1068,7,212,420,13,2025-09-17
1069,7,36,188,46,2025-10-25
1070,7,265,362,14,2025-05-29
1071,7,61,146,46,2025-04-04
1072,7,285,478,11,2026-01-01
1073,7,256,231,26,2025-10-26
1074,7,270,413,20,2025-07-26
1075,7,129,387,48,2025-12-28
1076,7,92,293,49,2025-11-17
1077,7,67,215,49,2025-10-21
1078,7,58,413,34,2026-02-04
1079,7,155,336,28,2025-10-10
1080,7,297,328,48,2026-01-24
1081,7,158,307,39,2025-02-15
1082,7,27,455,43,2025-06-01
1083,7,274,74,44,2025-07-07
1084,7,51,296,34,2025-11-23
1085,7,286,487,46,2025-05-08
1086,7,224,75,31,2025-10-17
1087,7,103,52,28,2025-01-11
1088,7,16,395,42,2025-06-08
1089,7,144,291,49,2025-04-10
1090,7,215,488,21,2025-04-08
1091,7,230,55,21,2026-02-04
1092,7,284,413,24,2025-05-31
1093,7,299,399,19,2026-02-02
1094,7,203,496,37,2025-07-26
1095,7,222,288,45,2025-01-29
1096,7,81,208,49,2025-12-25
1097,7,171,11,45,2025-08-31
1098,7,257,79,35,2025-11-24
1099,7,196,60,39,2026-01-27
1100,7,182,213,11,2025-11-25
1101,7,157,226,21,2026-01-19
1102,7,138,110,29,2025-10-15
1103,7,32,482,24,2025-09-24
1104,7,209,310,24,2025-06-16
1105,7,101,343,48,2025-07-05
1106,7,109,332,25,2025-09-24
1107,7,77,70,45,2026-01-23
1108,7,161,8,28,2025-01-02
1109,7,149,459,32,2025-07-28
1110,7,283,454,17,2025-03-14
1111,7,255,461,46,2025-11-09
1112,7,137,222,31,2025-01-16
1113,7,15,281,19,2025-07-27
1114,7,214,302,32,2025-10-06
1115,7,277,346,19,2025-08-11
1116,7,288,338,27,2025-02-17
1117,7,54,401,45,2025-07-15
1118,7,247,293,34,2025-06-26
1119,7,112,208,50,2025-02-07
1120,7,11,472,23,2025-01-08
1121,7,250,287,40,2025-08-07
1122,7,91,50,19,2026-01-28
1123,7,176,97,43,2025-06-10
1124,7,71,292,31,2026-01-20
1125,7,146,61,26,2025-04-09
1126,7,154,397,27,2025-07-24
1127,7,244,277,19,2025-05-04
1128,7,83,300,29,2025-09-18
1129,7,13,139,50,2025-01-21
1130,7,227,437,11,2025-03-26
1131,7,198,244,24,2025-01-01
1132,7,167,3,42,2025-08-11
1133,7,63,307,35,2025-07-19
1134,7,190,32,13,2025-03-01
1135,7,160,426,34,2025-09-15
1136,7,185,103,14,2025-02-11
1137,7,197,342,22,2025-11-10
1138,7,136,171,11,2025-01-25
1139,7,48,484,14,2025-07-12
1140,7,53,270,13,2025-11-10
1141,7,271,331,27,2025-02-11
1142,7,116,150,50,2025-11-07
1143,7,236,37,30,2025-01-28
1144,7,19,232,36,2026-02-01
1145,7,132,90,50,2025-09-25
1146,7,33,100,47,2025-08-15
1147,7,68,328,36,2025-11-18
1148,7,46,73,13,2026-01-09
1149,7,187,188,24,2025-11-23
1150,7,72,143,27,2025-01-09
1151,7,169,458,41,2025-08-14
1152,7,104,226,48,2025-05-25
1153,7,110,200,20,2025-01-30
1154,7,142,365,38,2025-03-13
1155,7,17,371,35,2026-01-26
1156,7,267,441,36,2025-12-10
1157,7,30,66,48,2025-03-12
1158,7,74,176,11,2025-10-12
1159,7,195,408,15,2026-01-17
1160,7,90,446,41,2026-01-07
1161,7,273,320,40,2025-07-16
1162,7,65,472,13,2025-03-24
1163,7,34,289,48,2025-02-04
1164,7,292,393,26,2025-01-12
1165,7,86,203,43,2025-12-12
1166,7,268,273,26,2025-02-04
1167,7,102,496,22,2025-04-12
1168,7,234,103,39,2025-04-29
1169,7,248,45,18,2025-06-10
1170,7,113,183,20,2025-04-14
1171,7,140,176,35,2025-02-25
1172,7,85,239,44,2025-02-10
1173,7,184,237,10,2025-04-15
1174,7,106,434,20,2025-12-14
1175,7,124,52,15,2025-11-05
1176,7,206,83,10,2025-07-14
1177,7,52,57,24,2026-01-20
1178,7,180,216,25,2025-09-20
1179,7,239,342,30,2025-03-09
1180,7,192,239,41,2025-10-07
1181,7,38,293,32,2025-07-12
1182,7,153,62,22,2025-04-22
1183,7,23,229,14,2025-12-08
1184,7,217,279,28,2025-06-07
1185,7,165,135,47,2025-01-26
1186,7,235,371,20,2025-10-24
1187,7,272,165,13,2025-03-14
1188,7,95,442,35,2025-05-31
1189,7,296,261,12,2025-02-18
1190,7,141,220,27,2025-05-26
1191,7,237,27,25,2025-08-20
1192,7,241,104,26,2025-02-22
1193,7,43,203,40,2025-10-01
1194,7,289,55,19,2025-08-26
1195,7,218,379,41,2025-12-08
1196,7,200,262,20,2025-04-06
1197,7,263,38,10,2025-03-24
1198,7,259,327,15,2025-09-09
1199,7,261,457,47,2025-10-02
1200,7,226,423,21,2025-02-22
1201,7,29,321,22,2025-05-14
1202,7,266,265,36,2025-03-29
1203,7,181,293,44,2025-06-24
1204,7,201,376,41,2026-01-10
1205,7,191,351,48,2025-08-13
1206,7,294,119,37,2025-04-29
1207,7,114,447,44,2025-05-05
1208,7,246,448,17,2025-09-21
1209,7,242,90,44,2025-12-15
1210,7,134,163,36,2025-01-15
1211,7,194,173,24,2025-10-21
1212,7,56,384,38,2026-01-14
1213,7,44,11,41,2025-12-26
1214,7,120,301,44,2026-01-04
1215,7,253,325,37,2025-07-26
1216,7,107,348,17,2025-08-21
1217,7,121,244,13,2025-07-26
1218,7,260,440,41,2025-05-01
1219,7,174,460,35,2025-09-23
1220,7,64,399,19,2025-01-08
1221,7,57,186,10,2025-07-12
1222,7,199,276,19,2025-02-13
1223,7,210,337,20,2025-04-03
1224,7,240,114,50,2025-06-28
1225,7,133,167,20,2025-02-14
1226,7,1,201,33,2025-01-08
1227,7,233,397,31,2025-10-04
1228,7,252,229,16,2025-12-18
1229,7,254,135,35,2025-10-19
1230,7,175,76,14,2025-09-25
1231,7,258,333,21,2025-02-07
1232,7,80,292,18,2025-06-17
1233,7,193,290,35,2025-08-22
1234,7,118,386,48,2025-01-21
1235,7,10,285,47,2025-10-01
1236,7,139,395,27,2025-05-01
1237,7,31,220,49,2025-11-08
1238,7,47,277,28,2025-10-07
1239,7,151,444,11,2025-03-23
1240,7,45,64,12,2025-06-19
1241,7,225,408,12,2025-11-06
1242,7,168,354,24,2025-12-06
1243,7,5,430,44,2025-08-10
1244,7,163,499,48,2026-01-02
1245,7,229,354,26,2025-09-17
1246,7,28,496,28,2025-11-28
1247,7,89,66,29,2025-11-07
1248,7,300,172,49,2025-09-20
1249,7,145,283,50,2025-02-03
1250,7,70,331,15,2025-05-26
1251,7,130,177,38,2025-11-17
1252,7,287,279,42,2025-08-23
1253,7,205,492,12,2025-12-22
1254,7,290,335,38,2025-02-16
1255,7,219,182,21,2025-05-01
1256,7,60,458,44,2025-07-25
1257,7,62,229,34,2025-09-02
1258,7,295,100,44,2026-01-29
1259,7,166,497,21,2025-01-14
1260,7,69,478,49,2025-08-20
1261,7,245,140,34,2026-02-04
1262,7,269,39,49,2025-02-02
1263,7,2,368,50,2025-12-06
1264,7,78,498,39,2025-09-11
1265,7,281,312,44,2025-09-10
1266,8,268,277,19,2025-11-16
1267,8,29,294,37,2025-09-16
1268,8,53,254,19,2025-03-08
1269,8,94,163,43,2025-10-23
1270,8,222,100,41,2026-01-19
1271,8,273,19,44,2025-06-12
1272,8,276,348,43,2025-01-01
1273,8,93,204,21,2025-12-16
1274,8,299,320,25,2025-07-08
1275,8,101,26,27,2025-01-16
1276,8,261,339,33,2026-01-22
1277,8,151,199,34,2026-01-08
1278,8,59,317,31,2025-12-18
1279,8,17,233,46,2025-01-20
1280,8,96,15,17,2025-03-27
1281,8,168,143,44,2025-04-01
1282,8,264,398,31,2025-07-11
1283,8,285,137,26,2025-04-04
1284,8,40,478,43,2025-07-21
1285,8,280,235,47,2025-07-21
1286,8,281,100,18,2025-06-30
1287,8,198,423,49,2025-05-31
1288,8,195,95,50,2025-05-07
1289,8,110,324,18,2025-12-16
1290,8,63,272,46,2025-05-18
1291,8,217,404,35,2025-04-24
1292,8,48,443,22,2025-10-07
1293,8,83,491,46,2025-02-22
1294,8,18,174,35,2025-03-26
1295,8,234,133,15,2025-12-17
1296,8,56,348,30,2025-04-06
1297,8,57,272,31,2026-01-05
1298,8,297,477,40,2025-04-02
1299,8,28,467,31,2025-07-19
1300,8,186,85,46,2025-03-29
1301,8,231,206,47,2025-04-24
1302,8,145,444,24,2025-06-25
1303,8,165,271,48,2026-02-05
1304,8,128,351,33,2025-02-22
1305,8,294,114,42,2025-02-24
1306,8,4,286,35,2025-07-09
1307,8,81,187,11,2025-11-27
1308,8,274,250,43,2025-05-15
1309,8,211,489,34,2025-10-14
1310,8,34,166,11,2025-11-09
1311,8,178,164,41,2026-01-31
1312,8,113,348,28,2025-05-14
1313,8,257,114,10,2025-04-10
1314,8,41,156,50,2025-11-16
1315,8,135,61,42,2025-10-23
1316,8,139,38,17,2025-09-04
1317,8,87,306,40,2025-03-26
1318,8,252,24,22,2025-09-25
1319,8,196,426,31,2025-10-25
1320,8,1,120,27,2025-01-20
1321,8,120,44,33,2025-04-18
1322,8,148,201,29,2025-02-15
1323,8,111,166,28,2025-08-21
1324,8,133,55,30,2025-06-17
1325,8,54,103,16,2025-04-21
1326,8,61,373,21,2025-07-07
1327,8,236,317,23,2025-08-03
1328,8,95,243,43,2025-02-19
1329,8,25,121,37,2025-08-18
1330,8,260,435,30,2025-01-24
1331,8,20,8,49,2025-05-17
1332,8,124,487,19,2025-12-23
1333,8,107,442,16,2025-05-26
1334,8,171,486,15,2025-01-19
1335,8,80,397,32,2025-04-01
1336,8,126,233,34,2025-11-12
1337,8,88,270,17,2025-12-23
1338,8,112,302,43,2025-08-31
1339,8,99,287,13,2025-11-06
1340,8,207,375,18,2026-01-23
1341,8,245,244,10,2025-05-20
1342,8,266,184,18,2025-05-01
1343,8,79,432,42,2025-09-27
1344,8,127,285,32,2025-07-25
1345,8,212,83,18,2025-06-19
1346,8,45,285,37,2025-08-02
1347,8,114,29,30,2026-01-31
1348,8,192,298,42,2025-08-01
1349,8,177,405,38,2025-10-03
1350,8,142,226,27,2025-06-02
1351,8,223,441,20,2025-03-12
1352,8,162,252,31,2025-09-19
1353,8,15,172,27,2025-10-05
1354,8,43,323,31,2026-01-11
1355,8,181,301,37,2025-07-06
1356,8,291,407,30,2025-12-31
1357,8,6,430,49,2025-05-28
1358,8,221,91,42,2025-03-07
1359,8,122,155,49,2025-03-02
1360,8,194,495,15,2025-12-21
1361,8,262,219,31,2025-01-14
1362,8,189,69,10,2025-01-21
1363,8,62,21,19,2025-06-07
1364,8,293,190,50,2025-04-28
1365,8,190,300,24,2025-02-07
1366,8,75,490,25,2025-03-09
1367,8,129,329,17,2025-06-16
1368,8,184,444,30,2025-02-05
1369,8,251,106,10,2025-06-15
1370,8,295,174,40,2025-01-18
1371,8,206,267,23,2025-11-21
1372,8,105,324,37,2025-10-12
1373,8,66,377,21,2025-12-16
1374,8,137,51,28,2025-06-05
1375,8,182,145,43,2025-09-26
1376,8,247,315,34,2025-07-17
1377,8,14,300,49,2026-01-02
1378,8,289,251,19,2025-09-13
1379,8,38,493,24,2025-08-05
1380,8,76,229,50,2025-08-14
1381,8,16,368,28,2025-11-26
1382,8,117,211,19,2026-01-18
1383,8,33,3,18,2025-07-07
1384,8,191,433,42,2026-01-14
1385,8,103,360,20,2025-07-08
1386,8,256,147,23,2025-02-05
1387,8,82,269,23,2025-03-30
1388,8,22,362,44,2025-02-24
1389,8,228,377,18,2025-04-08
1390,8,298,428,14,2025-03-06
1391,8,21,102,48,2025-03-15
1392,8,216,449,10,2025-11-17
1393,8,287,156,49,2025-02-17
1394,8,65,30,34,2026-01-14
1395,8,230,4,15,2025-09-24
1396,8,134,125,36,2025-05-15
1397,8,174,250,20,2025-04-15
1398,8,237,367,45,2025-08-26
1399,8,104,176,11,2025-09-30
1400,8,115,84,40,2025-07-26
1401,8,92,265,15,2025-12-07
1402,8,23,233,21,2025-04-03
1403,8,155,460,32,2025-09-03
1404,8,270,237,30,2025-05-14
1405,8,235,382,33,2025-10-15
1406,8,140,321,27,2025-09-05
1407,8,12,69,34,2025-03-21
1408,8,205,441,46,2025-01-17
1409,8,259,166,19,2025-11-13
1410,8,286,46,42,2026-02-02
1411,8,55,437,39,2025-07-15
1412,8,267,460,45,2025-05-04
1413,8,31,373,16,2025-07-20
1414,8,213,27,45,2025-04-04
1415,8,197,367,38,2025-03-03
1416,8,166,330,40,2025-03-31
1417,8,224,32,39,2025-12-18
1418,8,179,110,22,2025-08-15
1419,8,116,403,23,2025-10-17
1420,8,30,335,47,2025-04-06
1421,8,98,489,11,2025-06-16
1422,8,254,93,21,2025-03-21
1423,8,193,295,46,2025-11-11
1424,8,210,109,36,2025-03-29
1425,8,233,489,16,2026-01-11
1426,8,180,218,30,2025-12-03
1427,8,86,437,47,2025-02-08
1428,8,3,327,29,2025-05-01
1429,8,58,283,45,2025-03-15
1430,8,215,121,20,2025-06-16
1431,8,44,334,33,2025-12-26
1432,8,204,493,25,2025-10-23
1433,8,248,438,44,2025-04-15
1434,8,8,163,45,2025-06-07
1435,9,90,213,17,2025-09-08
1436,9,176,371,39,2026-01-13
1437,9,186,380,41,2025-04-23
1438,9,168,82,35,2025-05-29
1439,9,123,126,11,2025-10-20
1440,9,165,170,26,2025-05-10
1441,9,55,295,41,2025-11-09
1442,9,202,366,17,2025-04-03
1443,9,251,457,38,2025-11-06
1444,9,215,422,47,2025-08-13
1445,9,93,1,21,2025-10-20
1446,9,146,89,38,2025-02-05
1447,9,195,82,13,2025-06-19
1448,9,76,126,48,2025-08-28
1449,9,54,388,43,2025-09-12
1450,9,71,368,17,2025-04-20
1451,9,292,251,30,2025-03-12
1452,9,288,296,45,2025-09-23
1453,9,72,124,18,2025-03-18
1454,9,33,14,16,2025-03-10
1455,9,106,406,33,2025-07-23
1456,9,67,373,13,2025-10-08
1457,9,45,96,21,2025-01-20
1458,9,57,452,12,2025-05-16
1459,9,83,389,45,2025-09-08
1460,9,210,310,39,2025-09-23
1461,9,243,257,42,2025-10-19
1462,9,66,224,32,2025-12-17
1463,9,258,107,33,2025-12-08
1464,9,239,263,32,2025-04-05
1465,9,287,121,50,2025-10-01
1466,9,24,201,13,2026-01-20
1467,9,6,404,12,2025-04-14
1468,9,31,8,27,2025-06-04
1469,9,70,120,34,2025-11-27
1470,9,150,41,46,2025-10-21
1471,9,20,164,17,2025-08-24
1472,9,224,34,32,2025-03-25
1473,9,170,488,23,2026-01-08
1474,9,278,292,15,2025-01-12
1475,9,228,398,19,2025-11-26
1476,9,211,295,20,2026-02-03
1477,9,250,474,47,2026-01-19
1478,9,98,178,11,2025-02-17
1479,9,144,155,22,2025-09-02
1480,9,298,141,42,2025-04-09
1481,9,9,29,49,2025-04-11
1482,9,127,466,10,2025-10-23
1483,9,223,212,40,2025-02-12
1484,9,41,107,47,2025-09-13
1485,9,241,47,48,2025-02-28
1486,9,53,74,35,2025-01-25
1487,9,198,324,19,2026-01-10
1488,9,74,77,17,2025-04-17
1489,9,238,80,17,2025-12-18
1490,9,212,473,39,2025-07-29
1491,9,261,238,18,2025-01-28
1492,9,161,58,48,2026-01-30
1493,9,84,381,15,2025-03-01
1494,9,214,57,34,2025-07-26
1495,9,235,53,18,2025-04-03
1496,9,125,21,17,2025-11-13
1497,9,35,369,12,2025-08-17
1498,9,293,69,31,2025-12-05
1499,9,4,380,43,2026-01-25
1500,9,266,224,25,2025-04-12
1501,9,299,473,49,2026-01-18
1502,9,174,373,23,2025-01-19
1503,9,1,150,46,2025-04-09
1504,9,16,220,34,2025-06-22
1505,9,184,106,44,2025-01-07
1506,9,121,338,21,2025-08-22
1507,9,25,333,29,2026-02-02
1508,9,158,266,16,2025-03-18
1509,9,30,391,28,2025-04-01
1510,9,107,51,15,2025-05-26
1511,9,294,11,45,2025-12-16
1512,9,19,202,50,2025-09-26
1513,9,286,71,31,2025-01-05
1514,9,3,295,30,2025-03-10
1515,9,56,76,48,2025-05-27
1516,9,61,192,18,2025-01-09
1517,9,37,430,47,2025-04-10
1518,9,194,358,33,2025-06-29
1519,9,102,369,34,2025-02-03
1520,9,249,414,10,2025-04-20
1521,9,44,366,46,2025-11-02
1522,9,205,176,18,2026-02-03
1523,9,108,355,47,2025-09-12
1524,9,134,421,11,2026-02-02
1525,9,50,49,24,2025-08-21
1526,9,27,60,19,2025-05-22
1527,9,247,97,37,2025-07-03
1528,9,209,281,30,2025-10-04
1529,9,85,187,34,2025-06-07
1530,9,100,390,18,2025-04-19
1531,9,147,433,11,2025-05-13
1532,9,245,482,14,2026-01-16
1533,9,115,398,19,2025-01-14
1534,9,222,72,40,2025-01-28
1535,9,279,216,17,2025-07-05
1536,9,167,314,20,2025-09-03
1537,9,89,118,45,2025-09-11
1538,9,132,142,13,2025-03-27
1539,9,276,306,49,2025-02-01
1540,9,75,226,15,2025-08-09
1541,9,201,218,47,2025-01-12
1542,9,23,211,24,2025-03-08
1543,9,281,64,28,2025-09-29
1544,9,182,332,16,2025-06-25
1545,9,163,163,26,2025-03-23
1546,9,46,423,50,2025-11-25
1547,9,171,3,24,2025-12-26
1548,9,285,363,28,2025-01-17
1549,9,208,127,13,2025-03-05
1550,9,128,8,49,2025-07-05
1551,9,18,464,35,2025-09-12
1552,9,47,288,50,2025-08-20
1553,9,280,188,37,2025-06-07
1554,9,12,318,14,2025-07-09
1555,9,225,226,47,2025-12-13
1556,9,39,398,32,2025-07-10
1557,9,162,145,37,2025-03-30
1558,9,204,484,25,2025-05-09
1559,9,131,245,16,2025-03-12
1560,9,154,428,26,2025-08-25
1561,9,99,222,10,2025-02-26
1562,9,185,22,45,2025-01-31
1563,9,277,393,17,2025-09-21
1564,9,300,62,12,2025-04-17
1565,9,142,13,36,2025-10-11
1566,9,22,117,16,2025-08-19
1567,9,189,204,27,2026-01-26
1568,9,234,482,15,2025-09-08
1569,9,156,82,37,2025-09-22
1570,9,59,21,44,2025-01-07
1571,9,207,264,16,2026-01-08
1572,9,15,343,33,2025-08-18
1573,9,151,54,19,2025-10-31
1574,9,11,15,16,2025-06-25
1575,9,289,360,13,2025-08-26
1576,9,255,43,22,2025-09-18
1577,9,32,21,36,2025-08-20
1578,9,95,52,25,2025-01-28
1579,9,265,236,24,2025-06-20
1580,9,118,40,13,2025-05-28
1581,9,2,184,43,2025-05-22
1582,9,91,251,29,2025-04-13
1583,9,140,410,35,2025-03-31
1584,9,254,58,22,2025-01-13
1585,9,220,8,46,2025-08-11
1586,9,114,93,32,2025-09-30
1587,9,119,440,43,2025-12-13
1588,9,122,181,38,2025-08-07
1589,10,242,219,48,2025-05-10
1590,10,277,254,11,2025-04-15
1591,10,34,61,45,2025-01-03
1592,10,54,170,22,2025-12-10
1593,10,300,411,22,2025-11-07
1594,10,114,206,20,2025-08-14
1595,10,215,472,26,2025-08-12
1596,10,210,455,35,2025-08-12
1597,10,139,421,19,2025-02-10
1598,10,156,180,47,2025-02-02
1599,10,252,268,25,2025-03-12
1600,10,293,358,40,2025-01-10
1601,10,204,16,13,2025-05-17
1602,10,150,206,36,2025-08-06
1603,10,96,51,29,2025-06-19
1604,10,246,320,47,2025-01-13
